name,short_name,city,state,type,established_year,nirf_rank,nirf_score,naac_grade,min_fees,max_fees,placement_percent,avg_package,highest_package,top_recruiters,exams_accepted,streams,about,highlights,website,slug
Trident Academy of Technology,Trident,Bhubaneswar,Odisha,PRIVATE,1996,0,0,A+,165000,245000,77.0,6.5,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant","JEE Main,OJEE",ENGINEERING,Trident Academy of Technology is a top private engineering college in Odisha.,"Odisha top private,Good placements,Industry connect,NAAC A+",https://www.trident.ac.in,trident-academy-of-technology
Maharaja Sayajirao University of Baroda,MSU Baroda,Vadodara,Gujarat,GOVERNMENT,1881,0,0,A++,25000,60000,74.0,5.5,0,"Industry,Government,Research,Arts,Sciences",GUJCET,ARTS,MSU Baroda is one of India's oldest and most prestigious universities with diverse faculties.,"Old institution,Gujarat government,Diverse programs,Heritage campus",https://www.msubaroda.ac.in,maharaja-sayajirao-university-of-baroda
South Gujarat University,SGU,Surat,Gujarat,GOVERNMENT,1967,0,0,A+,18000,50000,71.0,5.0,0,"Industry,Government,Research,Education",GUJCET,SCIENCE,South Gujarat University Surat is the apex educational institution for the Surat region.,"Surat apex,Gujarat government,Multiple programs,Low fees",https://www.vnsgu.ac.in,south-gujarat-university
Symbiosis International University,SIU,Pune,Maharashtra,DEEMED,2002,0,0,A++,300000,800000,85.0,9.0,0,"Consulting,IT,Finance,Media,Law",SET,MANAGEMENT,Symbiosis International University is a top deemed multi-faculty university in Pune with global curriculum.,"Pune top deemed,Global curriculum,Multiple programs,Industry connect",https://www.siu.edu.in,symbiosis-international-university
MIT World Peace University,MIT-WPU,Pune,Maharashtra,PRIVATE,2017,0,0,A+,280000,420000,80.0,7.5,0.8,"TCS,Infosys,Amazon,Microsoft,Wipro",MHT-CET,ENGINEERING,"MIT-WPU Pune is a top private university offering engineering, management and design programs.","Pune top private,Multiple programs,Good placements,Industry connect",https://www.mitwpu.edu.in,mit-world-peace-university
D Y Patil International University,DYPIU,Pune,Maharashtra,PRIVATE,1992,0,0,A+,350000,600000,81.0,8.0,0.85,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,D Y Patil International University is a top private institution in Pune with multiple faculties.,"Pune private,International focus,Good placements,Multiple faculties",https://www.dypatil.edu,d-y-patil-international-university
Bharati Vidyapeeth Deemed University,BVDU,Pune,Maharashtra,DEEMED,1964,0,0,A,195000,320000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,Bharati Vidyapeeth Deemed University is a top private deemed university with multiple campuses.,"Pune deemed,Multiple campuses,Good placements,Industry connect",https://www.bharatividyapeeth.edu,bharati-vidyapeeth-deemed-university
Vivekanand Education Society's Institute of Technology,VESIT,Mumbai,Maharashtra,PRIVATE,1985,0,0,A+,168000,238000,80.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,VESIT Mumbai is a top autonomous engineering college in Mumbai with consistent placement performance.,"Mumbai autonomous,Good placements,Industry connect,NAAC A+",https://www.ves.ac.in,vivekanand-education-societys-institute-of-technology
Fr Conceicao Rodrigues College of Engineering,CRCE,Mumbai,Maharashtra,PRIVATE,1984,0,0,A+,170000,240000,80.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,CRCE Mumbai is a top autonomous engineering college affiliated to Mumbai University.,"Mumbai autonomous,Good placements,Industry connect,NAAC A+",https://www.frcrce.ac.in,fr-conceicao-rodrigues-college-of-engineering
K J Somaiya College of Engineering,KJSCE,Mumbai,Maharashtra,PRIVATE,1983,0,0,A++,195000,278000,82.0,7.5,0.8,"TCS,Infosys,Wipro,Amazon,Microsoft",MHT-CET,ENGINEERING,K J Somaiya College of Engineering is a top autonomous engineering college in Mumbai.,"Mumbai top,Autonomous,Good placements,NAAC A++",https://kjsce.somaiya.edu,k-j-somaiya-college-of-engineering
Thadomal Shahani Engineering College,TSEC,Mumbai,Maharashtra,PRIVATE,1983,0,0,A+,165000,235000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,TSEC Mumbai is a top autonomous engineering college in the city with consistent placements.,"Mumbai autonomous,Good placements,Industry connect,NAAC A+",https://www.tsec.edu,thadomal-shahani-engineering-college
Xavier Institute of Engineering,XIE,Mumbai,Maharashtra,PRIVATE,1954,0,0,A+,158000,225000,78.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,Xavier Institute of Engineering is a reputed autonomous engineering college in Mumbai.,"Mumbai autonomous,Old institution,Good placements,Industry connect",https://www.xavier.ac.in,xavier-institute-of-engineering
St Francis Institute of Technology,SFIT,Mumbai,Maharashtra,PRIVATE,1999,0,0,A+,160000,228000,78.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,SFIT Mumbai is a top autonomous engineering college with consistent placement performance.,"Mumbai autonomous,Good placements,Industry connect,NAAC A+",https://www.sfit.ac.in,st-francis-institute-of-technology
Vidyalankar Institute of Technology,VIT Mumbai,Mumbai,Maharashtra,PRIVATE,1999,0,0,A+,163000,232000,78.0,6.8,0.7,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,Vidyalankar Institute of Technology is an autonomous engineering college in Mumbai.,"Mumbai autonomous,Good placements,Industry connect,NAAC A+",https://www.vit.edu.in,vidyalankar-institute-of-technology
Ramrao Adik Institute of Technology,RAIT,Navi Mumbai,Maharashtra,PRIVATE,1983,0,0,A+,165000,238000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,RAIT Navi Mumbai is a top autonomous engineering college with strong industry connections.,"Navi Mumbai autonomous,Good placements,Industry connect,NAAC A+",https://rait.ac.in,ramrao-adik-institute-of-technology
Pillai College of Engineering,PCE,Raigad,Maharashtra,PRIVATE,1999,0,0,A+,168000,242000,79.0,7.0,0.75,"TCS,Infosys,Wipro,Amazon,Cognizant",MHT-CET,ENGINEERING,Pillai College of Engineering is a top autonomous engineering college near Mumbai.,"Near Mumbai,Autonomous,Good placements,Industry connect",https://www.pce.ac.in,pillai-college-of-engineering
